DBA Name,Street Address,Yelp Name,Price Level,Rating,Review Count,Top Yelp Category,Is Closed,Yelp Address,Zipcode,Neighborhood
The Pine Tar Grill And Bar,917 Folsom St,Pine Tar Grill,$$,4,116,American (Traditional),TRUE,917 Folsom St,94107,
Pine Tar Grill And Bar,917 Folsom St,Pine Tar Grill,$$,4,116,American (Traditional),TRUE,917 Folsom St,94107,
Raavi Indian Nepalese,1063 Market St,Chanvi Eatery,$,4.5,234,Indian,FALSE,1063 Market St,94103,
Hi-Way,3853 24th St,Hi-Way Burger & Fry,$$,4,139,Burgers,FALSE,3853 24th St,94114,
Aura Lounge & Restaurant,2368 3rd St,Aura Mixology and Chow,$$,4,69,Cocktail Bars,FALSE,2368 3rd St,94107,Potrero Hill
Cafe X,578 Market St,Cafe X Market,$,4,100,Coffee & Tea,FALSE,578 Market St,94104,Financial District/South Beach
City Cafe,50 Phelan Ave,CCSF City Cafe,$,3,42,Cafes,FALSE,50 Phelan Ave,94112,
Dnm Hot Pot,1115 Clement St,DNM Hot Pot,$$,4.5,94,Hot Pot,FALSE,1115 Clement St,94118,
Bota Tapas & Paella Bar,490 Geary St,Bota Tapas & Paella Bar,$$$,4,274,Spanish,FALSE,490 Geary St,94102,
Park Gyros Castro,449 Castro St,Park Gyros - Castro,$$,4,197,Turkish,FALSE,449 Castro St,94114,
Khan Toke Thai House,5937 Geary Blvd,Khan Toke Thai House,$$,4,622,Thai,FALSE,5937 Geary Blvd,94121,Outer Richmond
Foundation Cafe,335 Kearny St,Foundation Cafe,$$,4,179,Salad,FALSE,335 Kearny St,94108,Financial District/South Beach
Bon Voyage!,584 Valencia St,Bon Voyage,$$,4,118,Bars,FALSE,584 Valencia St,94110,
Birdsong,1085 Mission St,Birdsong,$$$$,4.5,224,American (New),FALSE,1085 Mission St,94103,South of Market
Dispensa Italian Charcoal Kitchen,39 Taylor St,Dispensa Italian Charcoal Kitchen,$$$,4.5,86,Italian,FALSE,39 Taylor St,94102,
Yuanbao Jiaozi,2110 Irving St,Yuanbao Jiaozi,$,4,296,Chinese,FALSE,2110 Irving St,94122,
Sizzling Pot King,139 8th St,Sizzling Pot King,$$,3.5,171,Szechuan,FALSE,139 8th St,94103,South of Market
The Cordial,163 Jessie St,The Cordial,$$,4.5,39,Bars,FALSE,163 Jessie St,94105,Financial District/South Beach
Sorrel Restaurant,3228 Sacramento St,Sorrel,$$$,4,209,American (New),FALSE,3228 Sacramento St,94115,
Orchids Cafe,1031 Ocean Ave,Orchids Cafe,$$,4,123,Chinese,FALSE,1031 Ocean Ave,94112,
The Little Fresh,420 Judah St,The Little Fresh,$$,4.5,17,Chinese,TRUE,420 Judah St,94122,
Tenroku Ramen #2,4435 Mission St,Tenroku Ramen,$$,3,49,Ramen,FALSE,4435 Mission St,94112,
Dobbs Ferry,409 Gough St,Dobbs Ferry Restaurant,$$,4,592,American (Traditional),FALSE,409 Gough St,94102,
Bar Crenn,3131 Fillmore St,Bar Crenn,$$$$,4,88,Wine Bars,FALSE,3131 Fillmore St,94123,Marina
The Sausage Factory,517 Castro St,The Sausage Factory,$$,3.5,576,Italian,FALSE,517 Castro St,94114,
Mr. Bread,1018 Taraval St,Mr Bread,$,4.5,162,Bakeries,FALSE,1018 Taraval St,94116,
Pizzeria Avellino,2769 Lombard St,Pizzeria Avellino,$,3.5,335,Pizza,FALSE,2769 Lombard St,94123,
Avery,1552 Fillmore St,Avery Restaurant,$$$$,4.5,104,American (New),FALSE,1552 Fillmore St,94115,
Toppu Ramen & Dim Sum House,941 Kearny St,Toppu Ramen & Dim Sum House,$$,4,237,Dim Sum,FALSE,941 Kearny St,94133,
Zen Yai Thai Restaurant,771 Ellis St,Zen Yai Thai Restaurant,$,4,694,Thai,FALSE,771 Ellis St,94109,
Daily Driver,2535 3rd St,Daily Driver,No record in Yelp,3.5,185,Bagels,FALSE,2535 3rd St,94107,
Cento Osteria,100 Brannan St,CENTO Osteria,$$,4,160,Italian,FALSE,100 Brannan St,94107,Financial District/South Beach
People's Bistro,1419 Haight St,People's Bistro,$$,4,172,Chinese,TRUE,1419 Haight St,94117,
The Brew Coop,819 Valencia St,The Brew Coop,$$,4.5,211,Beer Bar,FALSE,819 Valencia St,94110,
The Cheese Steak Shop,1716 Divisadero St,The Cheese Steak Shop,$$,4,912,Sandwiches,FALSE,1716 Divisadero St,94115,
Lapisara Eatery,698 Post St,Lapisara Eatery,$$,4.5,693,Breakfast & Brunch,FALSE,698 Post St,94109,
Tuba Express Mediterranean Kebab And Gyro,1550 California St,Tuba Express Mediterranean Kebab & Gyro,$$,4.5,176,Mediterranean,FALSE,1550 California St,94109,Nob Hill
Golden Coffee,901 Sutter St,Golden Coffee Shop,$,4,480,Breakfast & Brunch,FALSE,901 Sutter St,94112,
Violet's,2301 Clement St,Violet's,$$,3.5,152,Cocktail Bars,FALSE,2301 Clement St,94121,Outer Richmond
Rose Kitchen,607 Larkin St,Rose Kitchen,$$,4,43,Vietnamese,TRUE,607 Larkin St,94109,Tenderloin
Wooly Pig,2295 3rd St,Wooly Pig,$,4.5,656,Sandwiches,FALSE,2295 3rd St,94107,
Happy Donuts,3801 24th St,Happy Donuts,$,4,245,Donuts,FALSE,3801 24th St,94114,
Casa De La Condesa,2763 Mission St,Casa De La Condesa Restaurant,$$,4.5,42,Mexican,FALSE,2763 Mission St,94110,Mission
Hotel San Francisco,653 Commercial St,Hotel San Francisco,$$,4,103,American (New),FALSE,653 Commercial St,94111,Chinatown
Executive Order Bar & Lounge,868 Mission St,Executive Order Bar & Lounge,No record in Yelp,4.5,91,Cocktail Bars,FALSE,868 Mission St,94103,South of Market
Creative Sushi Catering,800 Van Ness Ave,Creative Sushi Catering,$$,4.5,27,Caterers,FALSE,800 Van Ness Ave,94109,Tenderloin
Indo,4039 18th St,INDO,$$$,4.5,100,Indonesian,TRUE,4039 18th St,94114,
Toyama Japanese Restaurant,3727 Geary Blvd,Toyama Sushi,$$,4,76,Japanese,FALSE,3727 Geary Blvd,94118,
Teapenter,1518 Irving St,Teapenter,$,4,75,Bubble Tea,FALSE,1518 Irving St,94122,Inner Sunset
Z Zoul Cafe,295 Eddy St,Z Zoul Cafe,$,4.5,108,Cafes,FALSE,295 Eddy St,94102,
Nico,710 Montgomery St,Nico,$$$,4,290,American (New),FALSE,710 Montgomery St,94111,Chinatown
Recovery Room,4528 Mission St,Recovery Room,$,4.5,33,Sports Bars,FALSE,4528 Mission St,94112,
Wing Lee Bakery,503 Clement St,Wing Lee Bakery,$,4,476,Bakeries,FALSE,503 Clement St,94118,
Beer Nerds,3331 24th St,Beer Nerds,$$,4.5,40,Beer Bar,FALSE,3331 24th St,94110,
Bon Appetit @ Usf Crossroads,2130 Fulton St,Bon Appetit,$$,2,32,Fast Food,FALSE,2130 Fulton St,94117,Lone Mountain/USF
Casa Mayah Restaurant,294 Turk St,Casa Mayah Restaurant,No record in Yelp,5,4,Mexican,FALSE,294 Turk St,94102,Tenderloin
Eggxotic,3251 20th Ave,Eggxotic,$,2.5,160,Bubble Tea,TRUE,3251 20th Ave,94132,Lakeshore
Bunn Mike,300 De Haro St,Bunn Mike,$,4,77,Vietnamese,FALSE,300 De Haro St,94103,Mission Bay
Izakaya Yoki,900 Bush St,Izakaya Yoki,$$,4,181,Izakaya,FALSE,900 Bush St,94109,Nob Hill
Sunday At The Museum,200 Larkin St,Sunday at the Museum,$$,4,58,Cafes,FALSE,200 Larkin St,94102,
Cafe 2238,2238 Geary Blvd,Café 2238,$,2.5,74,Bakeries,FALSE,2238 Geary Blvd,94115,Japantown
Boba Guys,836 Divisadero St,Boba Guys,$,4,106,Bubble Tea,FALSE,836 Divisadero St,94117,Western Addition
Ichipub,1706 Post St,IchiPub,$$,4.5,24,Karaoke,FALSE,1706 Post St,94115,
Poke Delish,708 Kearny St,Poke Delish,$$,4,235,Hawaiian,TRUE,708 Kearny St,94108,Chinatown
Ace King Bbq,1820 Clement St,Aceking BBQ,$,3.5,39,Barbeque,FALSE,1820 Clement St,94121,
Aroma Tea Shop,430 Beach St,Aroma Tea Shop,$$,5,18,Coffee & Tea,FALSE,430 Beach St,94133,
Kokio Republic,428 11th St,Kokio Republic,$$,4,179,Food Trucks,FALSE,428 11th St,94109,
La Spot,3201 20th Ave,La Spot,No record in Yelp,4.5,11,Juice Bars & Smoothies,FALSE,3201 20th Ave,94132,
Broken Record Kitchen,1166 Geneva Ave,Broken Record,$,4,1242,Dive Bars,FALSE,1166 Geneva Ave,94112,Excelsior
Last Rites,718 14th St,Last Rites,$$,4.5,173,Cocktail Bars,FALSE,718 14th St,94114,
Back Room,4601 Geary Blvd,Back Room,$,4.5,48,Coffee & Tea,TRUE,4601 Geary Blvd,94118,
Bing & Boba,1476 Haight St,Bing & Boba,$,3,53,Bubble Tea,TRUE,1476 Haight St,94117,
Joey And Pat's Bakery & Coffee,2499 Folsom St,Joey & Pat's Italian Bakery & Cafe,$,3.5,73,Bakeries,FALSE,2499 Folsom St,94110,
Spice Kitchen,432 Sutter St,Spice Kitchen,$$,3.5,117,Szechuan,FALSE,432 Sutter St,94108,Financial District/South Beach
Bay Subs & Deli,2486 Sacramento St,Bay Subs & Deli,$,4.5,147,Sandwiches,FALSE,2486 Sacramento St,94115,
Blue Fog Market,2567 Gough St,Blue Fog Market,$$,3.5,341,Delis,FALSE,2567 Gough St,94123,
Pacific Cafe,7000 Geary Blvd,Pacific Cafe,$$,4,740,Seafood,FALSE,7000 Geary Blvd,94121,
Curio At The Chapel,777 Valencia St,The Chapel,$$,4,285,Music Venues,FALSE,777 Valencia St,94110,Mission
Le Trio,2575 Judah St,Le Trio,No record in Yelp,4.5,92,Coffee & Tea,FALSE,2575 Judah St,94122,Sunset/Parkside
The Salad Place & Rotisserie,5392 Mission St,The Salad Place & Rotisserie,No record in Yelp,5,28,Sandwiches,FALSE,5392 Mission St,94112,Outer Mission
Kitava,2011 Mission St,Kitava,$$,4.5,375,Gluten-Free,FALSE,2011 Mission St,94110,
Eat Sushi,1516 Folsom St,Eat Sushi Restaurant,$$,4.5,144,Sushi Bars,FALSE,1516 Folsom St,94103,
77 Chinese And Vietnamese Cuisine,77 Battery St,77 Chinese & Vietnamese Cuisine,$,3,181,Chinese,FALSE,77 Battery St,94111,Financial District/South Beach
Alx,680 Folsom St,ALX by Alexander's Steakhouse,No record in Yelp,3.5,155,American (New),FALSE,680 Folsom St,94107,Financial District/South Beach
Doppio Zero,395 Hayes St,Doppio Zero,$$,4,202,Pizza,FALSE,395 Hayes St,94102,Hayes Valley
Casa De La Condesa Restaurant,2763 Mission St,Casa De La Condesa Restaurant,$$,4.5,42,Mexican,FALSE,2763 Mission St,94110,Mission
Firepie,3498 Cesar Chavez St,Firepie,$$,4.5,260,Pizza,FALSE,3498 Cesar Chavez St,94110,
Grinders Pizzeria,448 Balboa St,Grinders Pizzeria,$$,3.5,302,Pizza,FALSE,448 Balboa St,94108,
Cafe Guatemalteco,4794 Mission St,Yo Soy Café Guatemalteco,$,4.5,76,Cafes,FALSE,4794 Mission St,94112,Outer Mission
Cento Coffee,372 Ritch St,Cento,$,4,217,Coffee & Tea,FALSE,372 Ritch St,94107,South of Market
Karma Cafe,1901 Hayes St,Karma Cafe,$$,4.5,60,Coffee & Tea,FALSE,1901 Hayes St,94117,
Urban Ritual,488 Fell St,Urban Ritual,$,4.5,519,Bubble Tea,FALSE,488 Fell St,94102,Hayes Valley
Palermo Ii Delicatessen,658 Vallejo St,Palermo II Delicatessen,No record in Yelp,5,60,Delis,FALSE,658 Vallejo St,94133,
Delicious Dimsum,752 Jackson St,Delicious Dim Sum,$,4,947,Dim Sum,FALSE,752 Jackson St,94133,
Mix Traditions,800 Cortland Ave,Mix Traditions,No record in Yelp,4.5,61,American (Traditional),FALSE,800 Cortland Ave,94110,
Purple Kow,3620 Balboa St,Purple Kow,$,3.5,2344,Coffee & Tea,FALSE,3620 Balboa St,94121,Outer Richmond
Purplekow,3620 Balboa St,Purple Kow,$,3.5,2344,Coffee & Tea,FALSE,3620 Balboa St,94121,Outer Richmond
Double Decker,2956 24th St,Double Decker,$,3.5,44,Chicken Wings,FALSE,2956 24th St,94110,
What The Cluck,1782 Haight St,What The Cluck,$$,4.5,152,Thai,FALSE,1782 Haight St,94117,Haight Ashbury
Raavi Eatery,1063 Market St,Chanvi Eatery,$,4.5,234,Indian,FALSE,1063 Market St,94103,
The Boardroom,1600 Powell St,The Boardroom,$$,4,425,Sports Bars,FALSE,1600 Powell St,94133,
Ichiraku Ramen,5336 Geary Blvd,Ichiraku Ramen,$$,4,227,Ramen,FALSE,5336 Geary Blvd,94121,
Loving Cup,608 Divisadero St,Loving Cup,$$,3.5,49,Ice Cream & Frozen Yogurt,FALSE,608 Divisadero St,94117,Hayes Valley
Yo Tambien Cantina,205 Hugo St,Yo También Cantina,$$,4.5,51,Cafes,FALSE,205 Hugo St,94122,Inner Sunset
Venus Cafe,700 Clement St,Venus Cafe,$$,3,114,Hong Kong Style Cafe,FALSE,700 Clement St,94118,
Oye Managua,3385 Mission St,Oye Managua,$$,3.5,268,Latin American,FALSE,3385 Mission St,94110,Bernal Heights
Peet's Coffee & Tea,692 Mission St,Peet's Coffee,$,4,191,Coffee & Tea,FALSE,692 Mission St,94105,Financial District/South Beach
Dijon Burger,1428 Polk St,Dijon Burger,$$,3.5,203,Burgers,FALSE,1428 Polk St,94109,
Hidden Star Orchards @Stonestown Farmers Market,3251 20th Ave,Stonestown Farmers' Market,$,4.5,169,Farmers Market,FALSE,3251 20th Ave,94132,Lakeshore
The Hearth,4701 Geary Blvd,The Hearth,$,4,104,Bars,FALSE,4701 Geary Blvd,94118,Inner Richmond
Ushitaro,1382 9th Ave,Ushi Taro,$$,4,202,Ramen,FALSE,1382 9th Ave,94122,
"Alembic, Sf",1725 Haight St,The Alembic,$$,4,1674,Bars,FALSE,1725 Haight St,94117,
Taco Taco,301 Sacramento St,Taco Taco,No record in Yelp,3,3,Tacos,FALSE,301 Sacramento St,94111,Financial District/South Beach
Aramex,2020 Mission St,Aramex,No record in Yelp,4.5,12,Pizza,FALSE,2020 Mission St,94110,
Prairie,3431 19th St,PRAIRIE,No record in Yelp,4,136,Italian,FALSE,3431 19th St,94110,
Bistro Kazan,930 Bush St,Bistro Kazan,No record in Yelp,4.5,32,Tapas Bars,TRUE,930 Bush St,94109,
Origen,2948 Folsom St,Origen,No record in Yelp,4,2,Mexican,FALSE,2948 Folsom St,94110,
City Beer Store,1148 Mission St,City Beer Store,$$,4.5,758,"Beer, Wine & Spirits",FALSE,1148 Mission St,94103,
Thai Nghiep Ky Mi Gia Restaurant,1427 Noriega St,Thai Nghiep Ky Mi Gia,$,4,406,Vietnamese,FALSE,1427 Noriega St,94122,
Mybento,214 Sutter St,My Bento,No record in Yelp,4,17,Korean,TRUE,214 Sutter St,94108,
Sanppo Restaurant,1702 Post St,Sanppo Restaurant,$$,3,374,Japanese,FALSE,1702 Post St,94115,Japantown
Isa,3324 Steiner St,Isa Restaurant,$$$,4,2035,French,FALSE,3324 Steiner St,94123,
Mac'd,2127 Polk St,MAC'D,$$,4,211,Comfort Food,FALSE,2127 Polk St,94109,
Mixt Greens/mixt,901 Valencia St,MIXT,$$,4,136,Salad,FALSE,901 Valencia St,94110,
Bobos The Steak The Crab,1450 Lombard St,Bobo's,$$$,4,2084,Steakhouses,FALSE,1450 Lombard St,94123,Marina
Chatz Coffee,215 2nd St,Chatz Coffee Shop,$,3.5,20,Coffee & Tea,FALSE,215 2nd St,94105,Financial District/South Beach
Panchitas,530 Valencia St,Panchitas Pupuseria,$$,4,36,Salvadoran,FALSE,530 Valencia St,94110,Mission
San Francisco Proper Hotel - Villon,1100 Market St,Villon,$$,4,235,American (New),FALSE,1100 Market St,94102,
San Francisco Proper Hotel - Charmaine's,1100 Market St,San Francisco Proper Hotel,$$,3.5,94,Hotels,FALSE,1100 Market St,94102,
Cow Marlowe,3154 Fillmore St,Cow Marlowe,No record in Yelp,3.5,59,Burgers,TRUE,3154 Fillmore St,94123,
Souvla,531 Divisadero St,Souvla,$$,4,436,Mediterranean,FALSE,531 Divisadero St,94117,
Chanvi,1063 Market St,Chanvi Eatery,$,4.5,234,Indian,FALSE,1063 Market St,94102,
Mamo,3659 Buchanan St,MaMo,$$,5,87,American (New),FALSE,3659 Buchanan St,94123,Marina
Mama Coco's Restaurant,4995 Mission St,Mama Coco's Restaurant,No record in Yelp,4.5,30,American (Traditional),FALSE,4995 Mission St,94112,
The Lucky Pig,791 O'farrell St,Lucky Pig,$$,4,135,Korean,FALSE,791 O'farrell St,94109,
Plain Jane,1000 Guerrero St,Plain Jane,$$,4.5,190,Breakfast & Brunch,FALSE,1000 Guerrero St,94110,Mission
Manny's,3092 16th St,Manny's,$,4,147,Cafes,FALSE,3092 16th St,94103,
Kkochi Korean Bbq Restaurant,704 Post St,KKOCHI Grilled Korean BBQ,$$,4.5,94,Korean,FALSE,704 Post St,94109,
Local Cafe,33 Kearny St,Local Cafe,$$,4.5,23,Acai Bowls,FALSE,33 Kearny St,94108,Financial District/South Beach
Mission Coffee,3325 24th St,Coffee Mission,$,4,127,Coffee & Tea,FALSE,3325 24th St,94110,Mission
Parklab Gardens,1379 4th St,Parklab Garden,No record in Yelp,5,4,Recreation Centers,FALSE,1379 4th St,94158,Mission Bay
Sushi Shoh,406 Dewey Blvd,Yoji Sushi House,$$,4,252,Sushi Bars,FALSE,406 Dewey Blvd,94116,
Philmore Creamery,1840 Fillmore St,Philmore Creamery,$$,4.5,211,Gelato,FALSE,1840 Fillmore St,94115,Pacific Heights
Underdogs To,3600 Taraval St,Underdogs Too,$$,4,197,Mexican,FALSE,3600 Taraval St,94116,
Mai Mai Sandwich & Bakery,750 Clement St,Mai Mai Sandwich & Bakery,No record in Yelp,4.5,17,Sandwiches,FALSE,750 Clement St,94118,
Memphis Minnie's Bbq Joint,576 Haight St,Memphis Minnie's,$$,3.5,1574,Barbeque,FALSE,576 Haight St,94117,
Van Ness Cafe & Gyros,826 Van Ness Ave,Van Ness Cafe & Gyros,$$,4,105,Mediterranean,FALSE,826 Van Ness Ave,94109,
Happy Cow Creamery & Tea,2291 3rd St,Happy Cow Creamery & Tea,$,4,35,Bubble Tea,FALSE,2291 3rd St,94107,Potrero Hill
Pasta-Pop-Up,550 Green St,Pasta Pop-Up,$$,4,186,Pasta Shops,FALSE,550 Green St,94133,North Beach
Palace Of Spices,173 Eddy St,Palace of Spices,No record in Yelp,4,56,Indian,FALSE,173 Eddy St,94102,Tenderloin
Wow Thai Kitchen,701 Randolph St,Wow Thai Kitchen,$$,3.5,68,Thai,FALSE,701 Randolph St,94132,
Ritu Indian Soul Food,3111 24th St,Ritu Indian Soul Food,$$,4,251,Indian,FALSE,3111 24th St,94110,
Presidio Pizza Company,1862 Divisadero St,Presidio Pizza Company,$,3.5,358,Pizza,FALSE,1862 Divisadero St,94115,Pacific Heights
Ping & Yang,955 Larkin St,Ping Yang Thai Grill & Dessert,$$,4,95,Thai,FALSE,955 Larkin St,94109,Tenderloin
Kaiyo Restaurant & Bar,1838 Union St,KAIYŌ,No record in Yelp,4,264,Japanese,FALSE,1838 Union St,94123,
Mangrove Kitchen,312 Divisadero St,Mangrove Kitchen,$$,4,222,Thai,FALSE,312 Divisadero St,94117,
Dynamo Donuts,2760 24th St,Dynamo Donut & Coffee,$,4,1855,Coffee & Tea,FALSE,2760 24th St,94110,Mission
Dynamo Donut & Coffee,2760 24th St,Dynamo Donut & Coffee,$,4,1855,Coffee & Tea,FALSE,2760 24th St,94110,Mission
Fangyuan Kitchen,31 Cambon Dr,Fang Yuan Kitchen,$$,2.5,55,Chinese,FALSE,31 Cambon Dr,94132,
Mendocino Farms,465 California St,Mendocino Farms,$$,4,185,Sandwiches,FALSE,465 California St,94104,
Piccolo Pete,2155 Bayshore Blvd,Piccolo Petes Cafe,$,5,262,Coffee & Tea,TRUE,2155 Bayshore Blvd,94134,
Lam Hoa Thuan Restaurant,2337 Irving St,Lam Hoa Thuan Restaurant,$,3.5,528,Vietnamese,FALSE,2337 Irving St,94122,
Troya Mediterranean Soma,214 Townsend St,Troya Soma,No record in Yelp,4.5,38,Mediterranean,FALSE,214 Townsend St,94107,
Pho Vung Tau,708 Vallejo St,Pho Vung Tau,$,3.5,163,Vietnamese,FALSE,708 Vallejo St,94133,Chinatown
The Store On The Corner,121 New Montgomery St,The Store On the Corner,$,4,177,Korean,FALSE,121 New Montgomery St,94105,
Barbara Pinseria & Cocktail Bar,431 Columbus Ave,Barbara Pinseria & Cocktail Bar,$$,4,156,Cocktail Bars,FALSE,431 Columbus Ave,94133,
Chalos,2240 Taraval St,Chalos,$$,4.5,202,Coffee & Tea,FALSE,2240 Taraval St,94116,Sunset/Parkside
Mokuku,332 Clement St,Mokuku,No record in Yelp,4,137,Hot Pot,FALSE,332 Clement St,94118,Inner Richmond
Ingleside Pizza,4097 19th Ave,Ingleside Pizza,$$,3.5,94,Pizza,FALSE,4097 19th Ave,94132,
Beachside 4300,4300 Judah St,Beachside Coffee Bar & Kitchen,$$,4,828,Breakfast & Brunch,FALSE,4300 Judah St,94122,Sunset/Parkside
La Cuisine Cafe,1145 Market St,La Cuisine Café,$,4.5,40,Breakfast & Brunch,FALSE,1145 Market St,94103,South of Market
Bao Bao Noodle Bar,3319 Balboa St,New Dumpling King,$$,4,36,Chinese,FALSE,3319 Balboa St,94116,Outer Richmond
School Night,601 19th St,School Night,$$,4,91,Latin American,FALSE,601 19th St,94107,Potrero Hill
Pearl 6101,6101 California St,Pearl 6101,$$,4.5,219,Cafes,FALSE,6101 California St,94121,
Word A Cafe,5114 3rd St,Word A Cafe,No record in Yelp,5,44,Cafes,FALSE,5114 3rd St,94124,
Ramenwell,3378 18th St,Ramenwell,$$,4,125,Ramen,FALSE,3378 18th St,94110,Mission
White Rabbit,3138 Fillmore St,White Rabbit,No record in Yelp,2.5,40,Cocktail Bars,FALSE,3138 Fillmore St,94123,Marina
Great Mongolia,4828 Geary Blvd,Great Mongolia Nomads Restaurant,$$,4.5,63,Mongolian,FALSE,4828 Geary Blvd,94118,Inner Richmond
Chomp N' Swig,5203 Geary Blvd,Chomp N' Swig,$,4,342,Sandwiches,FALSE,5203 Geary Blvd,94118,
Barrio,1609 Powell St,Barrio,$$,4.5,82,Wine Bars,FALSE,1609 Powell St,94133,
Taqueria La Paz,305 Turk St,Taqueria La Paz,$,3.5,35,Mexican,FALSE,305 Turk St,94102,Tenderloin
Yoji,406 Dewey Blvd,Yoji Sushi House,$$,4,252,Sushi Bars,FALSE,406 Dewey Blvd,94116,
The Knockout,3223 Mission St,Knockout,$,4,309,Dive Bars,FALSE,3223 Mission St,94110,
New Korea House,1620 Post St,New Korea House,$$,3.5,406,Korean,TRUE,1620 Post St,94115,
Amsterdam,930 Geary St,Amsterdam Café,$,4.5,187,Bars,FALSE,930 Geary St,94109,
Breadbelly,1408 Clement St,Breadbelly,$$,4.5,176,Bakeries,FALSE,1408 Clement St,94118,Outer Richmond
Picon,167 11th St,Picon,$,4.5,35,Pop-Up Restaurants,FALSE,167 11th St,94103,
El Pipila,879 Brannan St,El Pípila,$$,4,61,Mexican,FALSE,879 Brannan St,94103,South of Market
Kibatsu,400 Haight St,Kibatsu,No record in Yelp,4.5,153,Sushi Bars,FALSE,400 Haight St,94117,Hayes Valley
Chicken Broaster Express,393 Eddy St,Broaster Express,No record in Yelp,4,1,Chicken Wings,TRUE,393 Eddy St,94102,
Cafe Envy,1701 Yosemite Ave,Cafe Envy,$$,4.5,28,Cafes,FALSE,1701 Yosemite Ave,94124,
Hi Tea,2591 San Bruno Ave,Hi Tea,$,3.5,39,Bubble Tea,FALSE,2591 San Bruno Ave,94134,Portola
San Francisco Farmers Market,4929 Mission St,San Francisco Farmer's Market,$$,3.5,5,Grocery,FALSE,4929 Mission St,94112,
Sake Bomb,2878 24th St,Sake Bomb,$$,4.5,93,Japanese,FALSE,2878 24th St,94110,
Fat Beli Deli,2598 San Bruno Ave,Fat Beli Deli,$,3.5,134,Delis,FALSE,2598 San Bruno Ave,94134,Portola
Gai,3463 16th St,Gai Chicken Rice,$$,4,206,Thai,FALSE,3463 16th St,94114,
Scullery,687 Geary St,Scullery,$,4.5,215,Coffee & Tea,FALSE,687 Geary St,94102,
Zombie Village,441 Jones St,Zombie Village,$$,4,203,Tiki Bars,FALSE,441 Jones St,94102,Tenderloin
San Francisco Brewing Co - Brewery,3150 Polk St,San Francisco Brewing,$$,3.5,247,Breweries,FALSE,3150 Polk St,94109,Russian Hill
San Francisco Brewing Co - Restaurant,3150 Polk St,San Francisco Brewing,$$,3.5,247,Breweries,FALSE,3150 Polk St,94109,Russian Hill
Davies Symphony Hall,201 Van Ness Ave,Davies Symphony Hall,$$$,4.5,282,Performing Arts,FALSE,201 Van Ness Ave,94102,Hayes Valley
Cafe Valor,401 Van Ness Ave,Café Valor,No record in Yelp,4.5,11,Cafes,FALSE,401 Van Ness Ave,94102,Hayes Valley
Cafe At The Opera,301 Van Ness Ave,Cafe at The Opera,$$$,3,35,American (Traditional),TRUE,301 Van Ness Ave,94102,
Hong Kong Clay Pot Restaurant,960 Grant Ave,Hong Kong Clay Pot Restaurant,$$,4,893,Cantonese,FALSE,960 Grant Ave,94108,Chinatown
Kaya,1420 Market St,Kaya,$$,4,166,Caribbean,TRUE,1420 Market St,94102,
Bazaar Cafe,5927 California St,Bazaar Cafe,$,4,308,Coffee & Tea,FALSE,5927 California St,94121,Outer Richmond
Burma Club,8 Mint Plz,Burma Club,$$,4,99,Burmese,FALSE,8 Mint Plz,94103,
Pizza Squared,885 Brannan St,Pizza Squared,$,4.5,115,Pizza,FALSE,885 Brannan St,94103,South of Market
Abrazo,2000 Hyde St,Abrazo,No record in Yelp,4.5,58,Spanish,FALSE,2000 Hyde St,94109,
Hamburger Mary's Patio Cafe,531 Castro St,Hamburger Mary's,$$,3,280,Burgers,FALSE,531 Castro St,94114,Castro/Upper Market
Mansion On Sutter,1409 Sutter St,Mansion on Sutter,No record in Yelp,4.5,16,Hotels,FALSE,1409 Sutter St,94109,Western Addition
Hangout Spot,2445 Noriega St,Hang Out Spot,$$,2.5,102,Chinese,FALSE,2445 Noriega St,94122,
Cafe Med,201 Pine St,Cafe Med,$,4,124,Cafes,FALSE,201 Pine St,94104,
Foghorn Taproom,450 Balboa St,Foghorn Taproom,$$,4.5,38,Chicken Wings,FALSE,450 Balboa St,94118,
Pushcart Fare,3224 22nd St,Pushcart Fare,$$,3.5,44,Dim Sum,FALSE,3224 22nd St,94110,Mission
Little Paris,1131 Stockton St,Little Paris,$,3,95,Vietnamese,FALSE,1131 Stockton St,94133,
Isla Vida,1325 Fillmore St,Isla Vida,$$,4.5,187,Caribbean,TRUE,1325 Fillmore St,94115,Western Addition
Hashida Sushi,125 Ellis St,Sushi Nagai,$$$$,4,37,Sushi Bars,FALSE,125 Ellis St,94102,
Perilla,525 Haight St,Perilla,$$,3.5,126,Vietnamese,FALSE,525 Haight St,94117,
Wasabi And Ginger,2299 Van Ness Ave,Wasabi & Ginger,$$,3.5,428,Sushi Bars,FALSE,2299 Van Ness Ave,94109,Marina
Oh Dessert Cafe,1919 Irving St,OH Dessert Cafe,$$,4,197,Desserts,FALSE,1919 Irving St,94122,
An Chi,5827 Geary Blvd,An Chi,No record in Yelp,4.5,73,Vietnamese,FALSE,5827 Geary Blvd,94121,
